date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:01	13745/13745	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-35b1%22	https://super-admin.avidtemplates.com/user-photos.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/user-photos.html	(from https://super-admin.avidtemplates.com/)
14:48:01	13858/13858	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3622%22	https://super-admin.avidtemplates.com/user-connections.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/user-connections.html	(from https://super-admin.avidtemplates.com/)
14:48:02	25491/25491	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-6393%22	https://super-admin.avidtemplates.com/user-preferences.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/user-preferences.html	(from https://super-admin.avidtemplates.com/)
14:48:02	15484/15484	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3c7c%22	https://super-admin.avidtemplates.com/file-manager.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/file-manager.html	(from https://super-admin.avidtemplates.com/)
14:48:02	19508/19508	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-4c34%22	https://super-admin.avidtemplates.com/contacts.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/contacts.html	(from https://super-admin.avidtemplates.com/)
14:48:03	21267/21267	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5313%22	https://super-admin.avidtemplates.com/mail.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/mail.html	(from https://super-admin.avidtemplates.com/)
14:48:03	21079/21079	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5257%22	https://super-admin.avidtemplates.com/messages.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/messages.html	(from https://super-admin.avidtemplates.com/)
14:48:03	15858/15858	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3df2%22	https://super-admin.avidtemplates.com/photos.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/photos.html	(from https://super-admin.avidtemplates.com/)
14:48:04	18716/18716	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-491c%22	https://super-admin.avidtemplates.com/todo-lists.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/todo-lists.html	(from https://super-admin.avidtemplates.com/)
14:48:04	12804/12804	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3204%22	https://super-admin.avidtemplates.com/calendar.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/calendar.html	(from https://super-admin.avidtemplates.com/)
14:48:04	15470/15470	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3c6e%22	https://super-admin.avidtemplates.com/invoice.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/invoice.html	(from https://super-admin.avidtemplates.com/)
14:48:05	22802/22802	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5912%22	https://super-admin.avidtemplates.com/pricing-table.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/pricing-table.html	(from https://super-admin.avidtemplates.com/)
14:48:05	15190/15190	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3b56%22	https://super-admin.avidtemplates.com/search-results.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/search-results.html	(from https://super-admin.avidtemplates.com/)
14:48:05	14196/14196	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3774%22	https://super-admin.avidtemplates.com/faq.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/faq.html	(from https://super-admin.avidtemplates.com/)
14:48:06	12593/12593	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3131%22	https://super-admin.avidtemplates.com/team.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/team.html	(from https://super-admin.avidtemplates.com/)
14:48:06	1894/1894	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-766%22	https://super-admin.avidtemplates.com/login.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/login.html	(from https://super-admin.avidtemplates.com/)
14:48:06	2225/2225	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-8b1%22	https://super-admin.avidtemplates.com/register.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/register.html	(from https://super-admin.avidtemplates.com/)
14:48:07	1649/1649	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-671%22	https://super-admin.avidtemplates.com/forgot-password.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/forgot-password.html	(from https://super-admin.avidtemplates.com/)
14:48:07	1517/1517	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5ed%22	https://super-admin.avidtemplates.com/coming-soon.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/coming-soon.html	(from https://super-admin.avidtemplates.com/)
14:48:07	1456/1456	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5b0%22	https://super-admin.avidtemplates.com/error.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/error.html	(from https://super-admin.avidtemplates.com/)
14:48:08	20398/20398	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-4fae%22	https://super-admin.avidtemplates.com/typography.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/typography.html	(from https://super-admin.avidtemplates.com/)
14:48:08	13501/13501	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-34bd%22	https://super-admin.avidtemplates.com/figures.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/figures.html	(from https://super-admin.avidtemplates.com/)
14:48:08	14863/14863	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3a0f%22	https://super-admin.avidtemplates.com/images.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/images.html	(from https://super-admin.avidtemplates.com/)
14:48:09	19734/19734	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-4d16%22	https://super-admin.avidtemplates.com/tables.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/tables.html	(from https://super-admin.avidtemplates.com/)
14:48:09	12309/12309	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3015%22	https://super-admin.avidtemplates.com/icons.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/icons.html	(from https://super-admin.avidtemplates.com/)
14:48:09	20790/20790	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5136%22	https://super-admin.avidtemplates.com/accordion.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/accordion.html	(from https://super-admin.avidtemplates.com/)
14:48:10	17219/17219	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-4343%22	https://super-admin.avidtemplates.com/alerts.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/alerts.html	(from https://super-admin.avidtemplates.com/)
14:48:10	15011/15011	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3aa3%22	https://super-admin.avidtemplates.com/badge.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/badge.html	(from https://super-admin.avidtemplates.com/)
14:48:10	16506/16506	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-407a%22	https://super-admin.avidtemplates.com/breadcrumb.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/breadcrumb.html	(from https://super-admin.avidtemplates.com/)
14:48:11	17138/17138	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-42f2%22	https://super-admin.avidtemplates.com/buttons.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/buttons.html	(from https://super-admin.avidtemplates.com/)
14:48:11	20999/20999	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5207%22	https://super-admin.avidtemplates.com/button-groups.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/button-groups.html	(from https://super-admin.avidtemplates.com/)
14:48:11	28146/28146	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-6df2%22	https://super-admin.avidtemplates.com/card.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/card.html	(from https://super-admin.avidtemplates.com/)
14:48:12	19845/19845	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-4d85%22	https://super-admin.avidtemplates.com/carousel.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/carousel.html	(from https://super-admin.avidtemplates.com/)
14:48:12	16039/16039	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3ea7%22	https://super-admin.avidtemplates.com/collapse.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/collapse.html	(from https://super-admin.avidtemplates.com/)
14:48:12	26605/26605	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-67ed%22	https://super-admin.avidtemplates.com/dropdown.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/dropdown.html	(from https://super-admin.avidtemplates.com/)
14:48:13	22586/22586	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-583a%22	https://super-admin.avidtemplates.com/listgroup.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/listgroup.html	(from https://super-admin.avidtemplates.com/)
14:48:13	36056/36056	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-8cd8%22	https://super-admin.avidtemplates.com/modal.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/modal.html	(from https://super-admin.avidtemplates.com/)
14:48:13	19178/19178	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-4aea%22	https://super-admin.avidtemplates.com/nav.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/nav.html	(from https://super-admin.avidtemplates.com/)
14:48:14	23654/23654	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5c66%22	https://super-admin.avidtemplates.com/offcanvas.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/offcanvas.html	(from https://super-admin.avidtemplates.com/)
14:48:14	18014/18014	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-465e%22	https://super-admin.avidtemplates.com/pagination.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/pagination.html	(from https://super-admin.avidtemplates.com/)
14:48:14	15666/15666	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3d32%22	https://super-admin.avidtemplates.com/placeholders.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/placeholders.html	(from https://super-admin.avidtemplates.com/)
14:48:15	15238/15238	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3b86%22	https://super-admin.avidtemplates.com/popovers.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/popovers.html	(from https://super-admin.avidtemplates.com/)
14:48:15	19170/19170	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-4ae2%22	https://super-admin.avidtemplates.com/progress.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/progress.html	(from https://super-admin.avidtemplates.com/)
14:48:15	15861/15861	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3df5%22	https://super-admin.avidtemplates.com/spinners.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/spinners.html	(from https://super-admin.avidtemplates.com/)
14:48:16	16675/16675	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-4123%22	https://super-admin.avidtemplates.com/toasts.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/toasts.html	(from https://super-admin.avidtemplates.com/)
14:48:16	15457/15457	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3c61%22	https://super-admin.avidtemplates.com/tooltips.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/tooltips.html	(from https://super-admin.avidtemplates.com/)
14:48:16	14544/14544	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-38d0%22	https://super-admin.avidtemplates.com/data-tables.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/data-tables.html	(from https://super-admin.avidtemplates.com/)
14:48:17	27170/27170	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-6a22%22	https://super-admin.avidtemplates.com/form-elements.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/form-elements.html	(from https://super-admin.avidtemplates.com/)
14:48:17	25397/25397	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-6335%22	https://super-admin.avidtemplates.com/input-groups.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/input-groups.html	(from https://super-admin.avidtemplates.com/)
14:48:17	22784/22784	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-5900%22	https://super-admin.avidtemplates.com/form-layouts.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/form-layouts.html	(from https://super-admin.avidtemplates.com/)
14:48:18	16265/16265	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3f89%22	https://super-admin.avidtemplates.com/form-templates.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/form-templates.html	(from https://super-admin.avidtemplates.com/)
14:48:18	18315/18315	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-478b%22	https://super-admin.avidtemplates.com/form-validation.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/form-validation.html	(from https://super-admin.avidtemplates.com/)
14:48:18	15546/15546	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3cba%22	https://super-admin.avidtemplates.com/form-components.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/form-components.html	(from https://super-admin.avidtemplates.com/)
14:48:19	16197/16197	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3f45%22	https://super-admin.avidtemplates.com/charts.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/charts.html	(from https://super-admin.avidtemplates.com/)
14:48:19	12610/12610	---M-Z	200	added ('OK')	text/html	etag:W/%22676d17c2-3142%22	https://super-admin.avidtemplates.com/maps.html	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/maps.html	(from https://super-admin.avidtemplates.com/)
14:48:20	1871433/1871433	---M-Z	200	added ('OK')	application/javascript	etag:W/%22676d17c2-1c8e49%22	https://super-admin.avidtemplates.com/index.0354f579.js	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/index.0354f579.js	(from https://super-admin.avidtemplates.com/)
14:48:20	1871443/1871443	---M-Z	200	added ('OK')	application/javascript	etag:W/%22676d17c2-1c8e53%22	https://super-admin.avidtemplates.com/index.3ec882e8.js	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/index.3ec882e8.js	(from https://super-admin.avidtemplates.com/)
14:48:20	346670/346670	---M-Z	200	added ('OK')	application/javascript	etag:W/%22676d17c2-54a2e%22	https://super-admin.avidtemplates.com/vendor.39feb43f.js	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/vendor.39feb43f.js	(from https://super-admin.avidtemplates.com/)
14:48:21	346565/346565	---M-Z	200	added ('OK')	application/javascript	etag:W/%22676d17c2-549c5%22	https://super-admin.avidtemplates.com/vendor.a63cbedb.js	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/vendor.a63cbedb.js	(from https://super-admin.avidtemplates.com/)
14:48:21	267214/267214	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-413ce%22	https://super-admin.avidtemplates.com/1.d1c22062.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/1.d1c22062.jpg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:22	444670/444670	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-6c8fe%22	https://super-admin.avidtemplates.com/2.c59b7c56.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/2.c59b7c56.jpg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:22	629013/629013	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-99915%22	https://super-admin.avidtemplates.com/3.e41aa4f9.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/3.e41aa4f9.jpg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:22	277040/277040	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-43a30%22	https://super-admin.avidtemplates.com/4.368c39ac.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/4.368c39ac.jpg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:22	251460/251460	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-3d644%22	https://super-admin.avidtemplates.com/5.a142bcad.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/5.a142bcad.jpg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:23	55602/55602	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-d932%22	https://super-admin.avidtemplates.com/6.898434bc.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/6.898434bc.jpg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:23	103056/103056	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-19290%22	https://super-admin.avidtemplates.com/7.0ab6cd92.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/7.0ab6cd92.jpg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:23	78167/78167	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-13157%22	https://super-admin.avidtemplates.com/8.3942d6a7.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/8.3942d6a7.jpg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:24	155232/155232	---M--	200	added ('OK')	font/woff2	etag:%22676d17c2-25e60%22	https://super-admin.avidtemplates.com/Phosphor-Light.8bb4c186.woff2	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/Phosphor-Light.8bb4c186.woff2	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:24	536708/536708	---M--	200	added ('OK')	font/woff	etag:%22676d17c2-83084%22	https://super-admin.avidtemplates.com/Phosphor-Light.1987e5a1.woff	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/Phosphor-Light.1987e5a1.woff	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:24	536628/536628	---M-Z	200	added ('OK')	font/ttf	etag:W/%22676d17c2-83034%22	https://super-admin.avidtemplates.com/Phosphor-Light.8f7d7aa6.ttf	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/Phosphor-Light.8f7d7aa6.ttf	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:25	3278532/3278532	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22676d17c2-3206c4%22	https://super-admin.avidtemplates.com/Phosphor-Light.76876e90.svg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/Phosphor-Light.76876e90.svg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:25	147380/147380	---M--	200	added ('OK')	font/woff2	etag:%22676d17c2-23fb4%22	https://super-admin.avidtemplates.com/Phosphor.e43c76ed.woff2	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/Phosphor.e43c76ed.woff2	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:26	488716/488716	---M--	200	added ('OK')	font/woff	etag:%22676d17c2-7750c%22	https://super-admin.avidtemplates.com/Phosphor.70e7aa5d.woff	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/Phosphor.70e7aa5d.woff	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:26	488636/488636	---M-Z	200	added ('OK')	font/ttf	etag:W/%22676d17c2-774bc%22	https://super-admin.avidtemplates.com/Phosphor.9c0ac683.ttf	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/Phosphor.9c0ac683.ttf	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:27	3014533/3014533	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22676d17c2-2dff85%22	https://super-admin.avidtemplates.com/Phosphor.0609bbfe.svg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/Phosphor.0609bbfe.svg	(from https://super-admin.avidtemplates.com/accordion.e71eb4c8.css)
14:48:27	233976/233976	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-391f8%22	https://super-admin.avidtemplates.com/cover.d7fbd183.jpeg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/cover.d7fbd183.jpg	(from https://super-admin.avidtemplates.com/user-profile.html)
14:48:28	42966/42966	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-a7d6%22	https://super-admin.avidtemplates.com/2.81431c15.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/2.81431c15.jpg	(from https://super-admin.avidtemplates.com/user-timeline.html)
